"","ids","name","followers","tracks","date","collab","description","owner","public"
"4840","37i9dQZF1DWXHgXkgBOlTI","Jazz Fusion Japan",4561,50,2021-05-03,FALSE,"ジャズを基調にロックやラテン音楽、電子音楽、時にはクラシックなどを融合させた「ジャズフュージョン」。そんな独特なスタイルのジャズを、日本で牽引するアーティストにスポットライトを。cover: fox capture plan","spotify",FALSE
"4841","37i9dQZF1DX4hxEwrTcjAR","ディズニー・ジャズ",34151,83,2021-05-03,FALSE,"誰もが知るディズニーの名曲達。Jazz初心者にも聴きやすい楽曲を中心に選曲。","spotify",FALSE
"4842","37i9dQZF1DXas9apVLvbWp","BLUE GIANT EXPLORER",47125,30,2021-05-03,FALSE,"<a href=""http://bluegiant.jp/"">BLUE GIANT EXPLORER</a>とSpotifyのコラボ・プレイリスト。
いよいよアメリカに上陸した主人公＝宮本大が愛聴する、新旧のジャズの名曲たち！","spotify",FALSE
"4843","4Q8uTgbO8BRVVVqemK9KId","ジャズ100年のヒット曲～ピアノ編",6088,46,2021-05-03,FALSE,"ビル・エヴァンス、オスカー・ピーターソンからロバート・グラスパー、上原ひろみまで、ジャズ100年の歴史の中から名曲・名演を厳選！#stayhome","digsterjapan",TRUE
"4844","37i9dQZF1DX7NPTn8GFbox","Soul Music Japan",35411,60,2021-05-03,FALSE,"日本の現行ソウルミュージックを一つのプレイリストに。cover: Kan Sano","spotify",FALSE
"4845","37i9dQZF1DX2kWHeSlxDbJ","City Soul",11634,248,2021-05-03,FALSE,"Soul, AOR & Blue Eyed Soul 1970s - 2010s.ヒップホップ以降の感性にフィットする洗練されたグルーヴの楽曲を、『シティ・ソウル ディスクガイド』（DU BOOKS）の小渕晃がセレクト。毎月更新。","spotify",FALSE
"4846","37i9dQZF1DWSoswOFsm8dL","3 Minute Kitchen Pop",5657,50,2021-05-03,FALSE,"楽曲をキッチンタイマーに。3分間ちょうどの楽曲をセレクト。料理も音楽もよくばりに楽しもう。","spotify",FALSE
"4847","37i9dQZF1DWXbLT8Cnrn37","アフター6ジャンクション",6646,54,2021-05-03,FALSE,"<a href=""spotify:show:6RNNeNktiZbUkx19zHunZI"">「別冊アフター6ジャンクションPodcast」</a>と<a href=""spotify:show:3Xvbka6gUb0Sxsf4Iiu8qJ"">「アフター6ジャンクション」</a>をまとめた、アトロク・プレイリスト！","spotify",FALSE
"4848","37i9dQZF1DX4CovPIZya4z","Tokyo City Pop",35044,30,2021-05-03,FALSE,"Melodies in My Dream","spotify",FALSE
"4849","37i9dQZF1DWUNxtY74ScrL","歌うK-Pop - Sing-Along -",10432,50,2021-05-03,FALSE,"Spotifyの新機能シンガロングを使って、いっしょにK-Pop！","spotify",FALSE
"4850","37i9dQZF1DWUP8dtSrvDdC","COMING KOBE 19",2129,27,2021-05-03,FALSE,"2019年5月11（土）、神戸にて開催される世界最大級の無料チャリティーフェス=COMING KOBE 19の出演者を特集！","spotify",FALSE
"4851","37i9dQZF1DX7i7qMljf5lG","Japan Podcast Awards 2020 受賞＆ノミネート作品",2296,51,2021-05-03,FALSE,"<a href=""https://www.japanpodcastawards.com/"">Japan Podcast Awards 2020</a> の受賞作品とノミネート作品を合わせてチェック！","spotify",FALSE
"4852","37i9dQZF1DX3diUVrKEuXr","Buzz On TV",55706,70,2021-05-03,FALSE,"TVやネットで話題のCMソング、ドラマ主題歌、挿入歌、映画主題歌等の特集。","spotify",FALSE
"4853","37i9dQZF1DX9YBuWaMN8SH","MUSIC STATION",58467,74,2021-05-03,FALSE,"テレビ朝日24局ネットで毎週金曜日21:00より放送の<a href=""https://www.tv-asahi.co.jp/music/"">「ミュージックステーション」</a>オフィシャルプレイリスト。","spotify",FALSE
"4854","37i9dQZF1DWV0ZPLNrlp88","週刊プレイリスト",17343,30,2021-05-03,FALSE,"インスタメディア『PLAYLIST』の邦ロックトレンドプレイリスト。
邦ロック好きの若者に支持されたインスタアカウント（Instagram：<a href=""https://www.instagram.com/playlist_of/"">@playlist_of</a>）の編集者が今話題の邦ロックをピック。
毎週土曜日更新中。","spotify",FALSE
"4855","37i9dQZF1DX0Y0HbqHTbDt","EYESCREAM",11787,40,2021-05-03,FALSE,"カルチャーマガジン<a href=""https://eyescream.jp"">「EYESCREAM」</a>とSpotifyによるコラボプレイリスト。編集部スタッフが新曲を中心に今、聞くべきオススメ曲を選曲しました。","spotify",FALSE
"4856","37i9dQZF1DXbWQVJhnKcQ4","BUZZY NOISE BGM",16857,40,2021-05-03,FALSE,"<a href=""https://bigcomicbros.net/magazine/spirits/"">週刊ビッグコミックスピリッツ</a>で連載中の「バジーノイズ」。作者 むつき潤による選曲のオフィシャル・プレイリストが到着。","spotify",FALSE
"4857","37i9dQZF1DWVE7Ox2vZVm1","ディズニー サマー・ソングズ",6273,64,2021-05-03,FALSE,"夏にピッタリな、ディズニー曲を集めました♪海に！花火に！気分を高めてくれること間違いなし。この夏のイベントのお供に♪","spotify",FALSE
"4858","37i9dQZF1DWY6o3XgMnCg4","歌ネタ ベストセレクション",4717,35,2021-05-03,FALSE,"芸人ソング・音ネタ・リズムネタが大集結！
粗品のボカロ曲やEverybody「クリティカルヒット」、M-1グランプリ2020王者マヂカルラブリー・野田クリスタルの楽曲など話題の芸人ソングが満載！","spotify",FALSE
"4859","6yEe6zHKsnGYye6ujtJ8bd","#1 Marines Pitchers' Playlist",2504,32,2021-05-03,FALSE,"ピッチャーの名前がコールされ、マウンドに上がる際に流れる登場曲。スタジアムが一体となる最高の瞬間です。千葉ロッテマリーンズ2021ピッチャー登場曲をプレイリストで公開します。","wnqlyaipatphpp3sc5mhvpr3s",TRUE
"4860","37i9dQZF1DX8xpapHHng08","新春落語",18091,38,2021-05-03,FALSE,"あけましておめでとうございます。2021年の笑い初めは、落語から。Cover: 柳家花緑","spotify",FALSE
"4861","37i9dQZF1DX67CQamTl3jY","2021 グラミー賞受賞作品",16549,72,2021-05-03,FALSE,"<a href=""http://www.grammy.com/"">第63回グラミー賞</a>(2021年)受賞作品を特集！","spotify",FALSE
"4862","37i9dQZF1DXd2qUkbPKslk","ライオン・キング",9787,27,2021-05-03,FALSE,"ディズニーが贈る“超実写版”キング・オブ・エンターテイメント「ライオン・キング」のオフィシャルプレイリスト。","spotify",FALSE
"4863","37i9dQZF1DXaMUReIE14vC","Songs from Musicals",12482,30,2021-05-03,FALSE,"往年のミュージカルの名曲をひとつのプレイリストに。プレイボタンを押した瞬間から、あなたもブロードウェイの劇場に。","spotify",FALSE
"4864","37i9dQZF1DWUKJTEB8ir1o","Happy Rainy Day",2766,31,2021-05-03,FALSE,"しっとり雨の日も、あなたの心に寄り添う優しいディズニーの名曲を集めたプレイリスト。元気を出したいとき、癒されたいときにもぴったり！","spotify",FALSE
"4865","37i9dQZF1DX6FxCQMdeeDJ","Best of Star Wars",3697,72,2021-05-03,FALSE,"スター・ウォーズの映画の全楽曲から選りすぐりの名曲をラインナップしたプレイリスト。","spotify",FALSE
"4866","37i9dQZF1DX6uViWMp1oKy","Music From Novels 2",7264,95,2021-05-03,FALSE,"音楽との親和性が強い村上春樹の文学。このプレイリストでは村上作品に登場する音楽を作品に分けて紹介します。特集：村上春樹「ノルウェイの森」<a href=""https://twitter.com/SpotifyJP"">#Spotifyはじめました</a>","spotify",FALSE
"4867","03cNVQhdrLhbhm1uwiSLsB","村上春樹の100曲",7593,100,2021-05-03,FALSE,"『村上春樹の100曲』（立東舎）で選んだ100曲のプレイリストです。担当者指定の音源が見つからなかったものは別録音・演奏で替えています。それでも若干抜けがあります。面白かったら『村上春樹の100曲』ぜひよろしくおねがいしますね！","y_kurihara",TRUE
"4868","7nr5ZyvEn4YcuYNVIDdaZO","Free Soul 500",6995,542,2021-05-03,FALSE,"橋本徹（SUBURBIA）監修・選曲によるミリオンセラー・コンピ・シリーズ『Free Soul』が、Spotify available on PlayStation Musicに登場！ 70年代ソウル周辺音楽を中心に、時代やジャンルをこえてセレクトされたグルーヴィー＆メロウなFree Soulの名曲500曲が楽しめます（季節更新）。 CDリリースでおなじみの人気楽曲はもちろんコンピには未収録の隠れた名作まで、豊富なカタログを持つSpotifyならではの、よりスケールアップしたラインナップでお届け。Selection by Toru Hashimoto (SUBURBIA)","playstationtmmusicjapan",FALSE
"4869","37i9dQZF1DWU7eRTL3tUCX","Music from Novels",5738,38,2021-05-03,FALSE,"音楽との親和性が強い村上春樹の文学。このプレイリストでは村上作品に登場する音楽を作品に分けて紹介します。特集：村上春樹「女のいない男たち」<a href=""https://twitter.com/SpotifyJP"">#Spotifyはじめました</a>","spotify",FALSE
"4870","6pHALZfTS7jRs1RxZ6ofGG","FLAG RADIO Cornelius",6544,1117,2021-05-03,FALSE,"京都のFMラジオ局α-STATIONの注目番組<a href=""http://fm-kyoto.jp/blog/flag_radio/"">「FLAG RADIO」</a>(毎週月-金 21時-22時OA) のDJ「コーネリアス」によるプレイリストを公開中!自身の番組で紹介した渾身のセレクトによる貴重な⾳楽空間をたっぷりとお届けしています！番組で紹介した至極のプレイリストはオンエア後⽇に担当の偶数月に毎週公開していきます！<a href=""https://twitter.com/fmkyoto"">#FM京都</a><a href=""https://twitter.com/hashtag/%E3%83%95%E3%83%A9%E3%83%AC%E3%83%87%E3%82%A3?src=hash"">#フラレディ</a>","ooruurgrdf91ju24nbbrvgy5q",TRUE
"4871","6YDckiQHBPbMvpcNWsWLRk","深夜の音楽食堂",6669,472,2021-05-03,FALSE,"FMヨコハマ　火曜深夜２４時３０分から放送中　これまでの選曲集から新たなお気に入り曲まで、松重豊がプレイリストを更新中！","nbdf4gtjuhesw6r50d70oe6ec",TRUE
"4872","11R58mk4tTGWiYg2EjkEvW","J-WAVE POP OF THE WORLD【HOT TUNES!!!】",2185,113,2021-05-03,FALSE,"ハリー杉山・番組スタッフがオススメする【HOT TUNES!!!】J-WAVE 81.3FM Every Sat 6:00am-8:00am <a href=""http://www.j-wave.co.jp/original/popworld/"">http://www.j-wave.co.jp/original/popworld/</a> Instagram : <a href=""https://www.instagram.com/popjwave/"">https://www.instagram.com/popjwave/</a> Twitter : <a href=""https://twitter.com/pop_813"">https://twitter.com/pop_813</a>","koarai",TRUE
"4873","37i9dQZF1DX97i8z1ZBA4c","3rd Singles",1930,50,2021-05-03,FALSE,"今年は令和3年。<a href=""spotify:playlist:37i9dQZF1DWVGT2JSyiZCf"">2020年Top50アーティスト</a>の""3rd""シングル(EP含む)をひとつのプレイリストに。今年も新たな音楽との出会いを。","spotify",FALSE
"4874","37i9dQZF1DX9CiVegDJPjI","全裸監督 -The Naked Director-",5653,30,2021-05-03,FALSE,"Netflixオリジナルシリーズ『全裸監督』オフィシャルプレイリスト 本編使用楽曲 + イメージアルバム | Music from and inspired by Netflix Original Series “The Naked Director”","spotify",FALSE
"4875","37i9dQZF1DX6m1FLAT94Fc","Music on ICE 2018-2019",5005,40,2021-05-03,FALSE,"演技の感動が甦る「氷上のサウンドトラック」。フィギュア最新シーズンのプログラム使用曲をプレイバック！","spotify",FALSE
"4876","7LxqhxqClpyc76C85V7Zs2","Haruki Murakami's vinyl collection",84690,3500,2021-05-03,FALSE,"The songs in this playlist are based on his comments on his limited-period website Murakami San No Tokoro in 2015, and also from a couple of his essay. add more when I can. IG@masamaro","1225280627",TRUE
"4877","50yOd8j0Vgohfh9JZhRqc7","Viral hits on TikTok",311,50,2021-05-03,FALSE,"TikTok (Japan) 公式  | Viral hits on TikTok Music | TikTok Trend | TikTok Realtime Charts 2021 |リアルタイムでアツイ曲をフル尺で聞こう。最新トレンドを今すぐチェック！","1ucyhk6w8wbroukcd2i9qp33g",TRUE
"4878","1uTieHtA4O5X9bKrzYiM7M","芸人ベストヒット 〜Japanese Comedian’s Best Hits〜",625,45,2021-05-03,FALSE,"歴代の芸人ヒット曲パレード！！","3b22yffhnln9pjfd5o1g7wpjy",TRUE
"4879","3qioe7W5u9MzslKPHK4FJQ","Pop Style Now: 今週必聴の洋楽ソング",509,343,2021-05-03,FALSE,"ミュージック・レビュー・サイト〈Mikiki〉編集部の田中と天野による洋楽連載〈Pop Style Now〉のプレイリストです。毎週金曜日更新","tftz1rvx1zl07zkno8cseeg34",TRUE
"4880","5J2JrJzTwM5t9Ak7LzsX1g","キーポンシャイニング歌謡祭2018",409,26,2021-05-03,FALSE,"芸歴50年の大物演歌歌手「水谷千重子」が豪華アーティストたちとジョインするキーポンシャイニング歌謡祭","3b22yffhnln9pjfd5o1g7wpjy",TRUE
"4881","6SzuvuggD8pIIWglRxmjyf","Curated by FRIENDSHIP.",10755,61,2021-05-03,FALSE,"「FRIENDSHIP.」のSpotify Music Playlistです。FRIENDSHIP.がサポートしているアーティストのニューリリース&amp;レコメンドソングを毎週更新中。This Spotify Playlist is made by FRIENDSHIP., digital distribution and promotion service of the company HIP LAND MUSIC. It is updated weekly with new releases and recommended songs from artists supported by FR","azf10gfzpr6zdaao0ajzldkwv",TRUE
"4882","7BLAi4cipweO29T589KqLb","TOKYO TRACKS  by TOKYO FM シンクロのシティ",2391,42,2021-05-03,FALSE,"GINZA SONY PARKから公開生放送中、TOKYO FMの番組『シンクロのシティ』（月-木15:00～16:50）が週替わりで更新していく「東京のサウンドトラック」。Radio DJ Taka Holly (堀内貴之) selected 3 hours of Exotic Summer Breeze for the park visitors from all over the world. <a href=""https://www.tfm.co.jp/city/"">https://www.tfm.co.jp/city/</a>","4r4smbjk0kznc6hdirr8ymu0a",TRUE
"4883","5UGSPzpftMI71JvLGUTHDU","TOWER DOORS Weekly Playlist",927,45,2021-05-03,FALSE,"毎週月～火曜に更新。タワーレコードが厳選した新人アーティストを紹介する“TOWER DOORS”(タワードアーズ)がお送りするウィークリープレイリスト。&#x2F; This is a playlist composed of Japanese New music and the other country new music  that is in Japan rising artist and high quality songs curated by TOWER RECORDS Japan Inc. Update every Monday or Tuesday","h4ui1bvdq79qpj3xxz3tcbp5z",TRUE
"4884","37ssqfxedENHVHqN6vASsT","FASHION HEADLINE",687,30,2021-05-03,FALSE,"日本・世界の「ファッション」に関わる情報を発信するウェブメディア<a href=""https://www.fashion-headline.com"">FASHION HEADLINE</a>のプレイリスト。","fashionheadline",TRUE
"4885","37i9dQZF1DZ06evO0CEeUo","This Is (sic)boy",3324,19,2021-05-03,FALSE,"This is (sic)boy. The essential tracks, all in one playlist.","spotify",FALSE
"4886","37i9dQZF1DWYyZPHcqXzx5","This Is Doul",1361,9,2021-05-03,FALSE,"Early Noise 2021選出アーティスト, Doulの楽曲を1つのプレイリストで。All the essentials from Early Noise (RADAR) 2021 artist, Doul.","spotify",FALSE
"4887","37i9dQZF1DX0imrOyCwhOD","This Is にしな",2958,10,2021-05-03,FALSE,"優しい声と親しみやすいメロディーが特徴的な女性アーティスト、にしな。「RADAR: Early Noise 2021」アーティスト。","spotify",FALSE
"4888","37i9dQZF1DXbeZIxEMBdUk","This Is 映秀。",1847,20,2021-05-03,FALSE,"Early Noise 2021選出アーティスト、映秀。の楽曲を1つのプレイリストで。All the essentials from Early Noise (RADAR) 2021 artist, EISYU.","spotify",FALSE
"4889","37i9dQZF1DWW9UQD6uyKmd","This Is LEX",2763,42,2021-05-03,FALSE,"ティーンのフィーリングを最もリアルに表現する新星ラッパー、LEXのオールタイム・ベスト。「RADAR: Early Noise 2021」アーティスト。","spotify",FALSE
"4890","37i9dQZF1DXat7nbyNHgPI","This Is カメレオン・ライム・ウーピーパイ",975,12,2021-05-03,FALSE,"Early Noise 2021選出アーティスト、カメレオン・ライム・ウーピーパイの楽曲を1つのプレイリストで。All the essentials from Early Noise (RADAR) 2021 artist, CHAMELEON LIME WHOOPIEPIE.","spotify",FALSE
"4891","37i9dQZF1DWZBgJizS6cmy","This Is PEOPLE 1",2943,12,2021-05-03,FALSE,"謎のベールに包まれた存在ながら、現在注目されている謎多きの新人バンド、PEOPLE 1。「RADAR: Early Noise 2021」アーティスト","spotify",FALSE
"4892","37i9dQZF1DX5A6pWajUc0l","This Is macico",1157,11,2021-05-03,FALSE,"主軸はJ-Popでありながら、フレンチポップやチルウェーブ、クラブミュージックなどの音楽要素を取り入れる3人組のユニット、macico。「RADAR: Early Noise 2021」アーティスト","spotify",FALSE
"4893","37i9dQZF1DWSxCsumElvrp","This Is chilldspot",742,6,2021-05-03,FALSE,"独特なグルーヴ感を持つ現役高校生バンド、chilldspotのベスト。「RADAR:Early Noise 2021」アーティスト","spotify",FALSE
"4894","37i9dQZF1DXbSV8kHrPC4L","This Is Tokimeki Records",1919,13,2021-05-03,FALSE,"「RADAR: Early Noise 2021」選出アーティスト、 Tokimeki Recordsの楽曲を1つのプレイリストで。All the essentials from ""RADAR: Early Noise 2021"" artist, Tokimeki Records.","spotify",FALSE
"4895","37i9dQZF1DX9IOIb9ySZZd","マクロスシリーズ -Macross Series-",17222,70,2021-05-03,FALSE,"SF超大作アニメ、マクロスシリーズの主題歌/挿入歌 /サントラ曲を1つのプレイリストで！©︎1984,1994,2015 BIGWEST ©︎2007 BIGWEST/MACROSS F PROJECT・MBS","spotify",FALSE
"4896","37i9dQZF1DX7LKmJoYL4Nn","あんさんぶるスターズ！",31761,70,2021-05-03,FALSE,"TVアニメ放送記念！<a href=""http://stars.happyelements.co.jp/"">「あんスタ！」</a>アルバムシリーズが遂にSpotifyに到着！©2014 Happy Elements K.K","spotify",FALSE
"4897","37i9dQZF1DX0ciAAyw9ZkU","Home Bound",42765,50,2021-05-03,FALSE,"帰宅中に、ゆったりと落ち着いたセレクションをお楽しみ下さい！","spotify",FALSE
"4898","37i9dQZF1DWSAJ2OGLglOP","Drive Loud!",71736,50,2021-05-03,FALSE,"ドライブ用プレイリスト！渋滞も気にせず、ドライブが楽しくなる楽曲を毎週セレクト！","spotify",FALSE
"4899","0uFvBetDrZaePzIXy5i8XS","「熱唱ドライブ」Selected by AIMYON",2247,20,2021-05-03,FALSE,"Mercedes-BenzとBEAMSのコラボプロジェクト「HI! Mercedes」のスペシャルコンテンツ「My Playlist」。第4弾は10代を中心に爆発的な人気を集める女性シンガーソングライターのあいみょん。<a href=""http://sp.houyhnhnm.jp/himercedes/p10.php"">インタビューの模様はコチラからどうぞ！ </a>","rhh0weyn0sxc68hcotpcu3j4r",TRUE
"4900","37i9dQZF1DWSyzM7VcGuen","南の島のうた",21366,50,2021-05-03,FALSE,"Enjoy a variety of awesome music from Okinawa, as well as other Southern Japanese Islands!  日本の南に位置する沖縄や奄美大島などの島で育まれた楽曲を集めたプレイリスト。時代やジャンルに関わりなく、まさにチャンプルー(ごちゃまぜ)のごとく様々な味わい、音色や風景を感じさせる南の島のうたの数々を発見してみてください。","spotify",FALSE
"4901","37i9dQZF1DXbOIXGhM8qKA","Night Walk",5092,51,2021-05-03,FALSE,"夜の散歩にあうプレイリスト。Yogee New Wavesのメンバーが選曲しています。","spotify",FALSE
"4902","37i9dQZF1DX7ZtBK7ECEP1","しまじろう",1528,36,2021-05-03,FALSE,"歌って踊れるしまじろうの人気曲を楽しもう！","spotify",FALSE
"4903","37i9dQZF1DXbtEFVlK9x4j","ディズニー・クリスマス",1533,95,2021-05-03,FALSE,"ハッピー・クリスマス！お家でもどこでも楽しめるディズニーの心温まるクリスマスソングをSpotifyとのコラボでお届け！素敵なクリスマスのお供に！","spotify",FALSE
"4904","37i9dQZF1DWU19R364DeUc","Hot Hits Levant",2451,48,2021-05-03,FALSE,"The hottest 50 tracks in the Levant region right now! Cover: Justin Bieber.","spotify",FALSE
"4905","37i9dQZF1DWYSdMB5SELiv","New Music Friday Levant",2360,50,2021-05-03,FALSE,"The very best music from around the world. Cover: Billie Eilish.","spotify",FALSE
"4906","37i9dQZF1DWXgtgITTKvYl","Prog Rock",49264,74,2021-05-03,FALSE,"A collection of the best Prog Rock tracks of the moment. Cover: The Mars Volta","spotify",FALSE
"4907","37i9dQZF1DX5W4wuxak2hE","Power Pop",89506,43,2021-05-03,FALSE,"This playlist gives you a quick history of power pop, from its earliest beginnings to today. Cover: <a href=""spotify:artist:2BGRfQgtzikz1pzAD0kaEn"">Elvis Costello</a>","spotify",TRUE
"4908","37i9dQZF1DX5RPDzQ25TM3","#SpotifyTBT: 2009 Hits",31584,40,2021-05-03,FALSE,"Has it really been a decade?!? #SpotifyTBT","spotify",FALSE
"4909","37i9dQZF1DWSwhptWKR0VT","Workout Arabic",42112,60,2021-05-03,FALSE,"Burn off that shawarma with the hottest Arabic tracks!","spotify",FALSE
"4910","37i9dQZF1DXe3aCmUoBd8n","Today's Top Sharqi Hits",24029,49,2021-05-03,FALSE,"Top Sharqi hits right now. Cover: Always April & Bashaar Al Jawad.","spotify",FALSE
"4911","37i9dQZF1DWWioLx3agIxr","Звуки огня",2924,35,2021-05-03,FALSE,"Потрескивающие дрова, горящие искры и языки пламени.","spotify",FALSE
"4912","37i9dQZF1DWZeHy2Bl4xxz","Best of Classical 2O2O",6209,85,2021-05-03,FALSE,"Discover the best classical releases of 2020.","spotify",FALSE
"4913","37i9dQZF1DX80fLED6RkGS","Gengetone Fire",3344,50,2021-05-03,FALSE,"Only the hottest Gengetone coming out of Kenya.","spotify",FALSE
"4914","37i9dQZF1DX5lbl7P6kJFp","New Music Friday Kenya",518,50,2021-05-03,FALSE,"The hottest tracks picked from the latest releases in Kenya. Cover: <a href=""https://open.spotify.com/artist/5nnVpORg4Aha9aWRTZA5No?si=G9wHG2TWQ3-6EQiB0PYPZA"">Nadia Mukami</a>","spotify",FALSE
"4915","37i9dQZF1DXaHd84wBVv5e","The Works: Vaughan Williams",557,117,2021-05-03,FALSE,"Enjoy the great works of Ralph Vaughan Williams, in full.","spotify",FALSE
"4916","37i9dQZF1DXcbQdzr1VESM","The Works: Liszt",1249,105,2021-05-03,FALSE,"Enjoy the great works of Liszt, in full. ","spotify",FALSE
"4917","37i9dQZEVXbJWuzDrTxbKS","Top 50 - Latvia",13079,50,2021-05-03,FALSE,"Your daily update of the most played tracks right now - Latvia.","spotifycharts",FALSE
"4918","37i9dQZEVXbIUY6VUoboP4","Viral 50 - Latvia",2782,50,2021-05-03,FALSE,"Your daily update of the most viral tracks right now - Latvia.","spotifycharts",FALSE
"4919","37i9dQZEVXbMx56Rdq5lwc","Top 50 - Lithuania",20552,50,2021-05-03,FALSE,"Your daily update of the most played tracks right now - Lithuania.","spotifycharts",FALSE
"4920","37i9dQZEVXbLDLOTfCtAUM","Viral 50 - Lithuania",3736,50,2021-05-03,FALSE,"Your daily update of the most viral tracks right now - Lithuania.","spotifycharts",FALSE
"4921","2NoR0KhNZ8oZnC3HoNt2FV","Hip-Hop and Play : Kevin Gates Takeover",202967,1084,2021-05-03,FALSE,"","playstation_music",TRUE
"4922","1RMWowofjrgGz9pUrLPHnX","Game and Play",10436,101,2021-05-03,FALSE,"Featuring the best in new and classic gaming soundtracks.","playstation_music",TRUE
"4923","37i9dQZF1DWWuGaVZsglfu","Hot Hits Malaysia",317702,50,2021-05-03,FALSE,"The best tracks from the world of music. Cover: Olivia Rodrigo","spotify",FALSE
"4924","37i9dQZF1DXb1RLKxkHZ77","Carta Malaysia 50",271310,50,2021-05-03,FALSE,"Lagu-lagu yang terbaik di Malaysia. Cover: Iman Troye","spotify",FALSE
"4925","37i9dQZF1DWVcsVY2PZfmZ","Pop Terkini!",125272,114,2021-05-03,FALSE,"Hanya yang terhangat dan terkini. Cover: YonnyBoii, Luca Sickta, Kmy Kmo, Abubakarxli, Siqma, ASYRAF NASIR","spotify",FALSE
"4926","37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia",185883,50,2021-05-03,FALSE,"Your daily update of the most played tracks right now - Malaysia.","spotifycharts",FALSE
"4927","37i9dQZEVXbLRmg3qDbY1H","Viral 50 - Malaysia",35829,50,2021-05-03,FALSE,"Your daily update of the most viral tracks right now - Malaysia.","spotifycharts",FALSE
"4928","37i9dQZF1DXcElQ9pepZuS","Border Beats",20377,111,2021-05-03,FALSE,"Crossing the Singapore and Malaysia border to bring you the Hip Hop and R&B tracks you need. Cover: Lil Asian Thiccie","spotify",FALSE
"4929","37i9dQZF1DX1TxhZPYjnhx","Pop Rising Singapore & Malaysia",9258,112,2021-05-03,FALSE,"Discover new favourites or tomorrow's hits all in one place today. Cover: Twenty One Pilots","spotify",FALSE
"4930","2GccjOlzyrSVsv6WLcxbRL","Spotlight on 2016 - Malaysia",554,47,2021-05-03,FALSE,"Check out next year's biggest artists today, with our Spotlight on 2016 picks. Photo: <a href=""spotify:artist:3eCd0TZrBPm2n9cDG6yWfF"">Dean</a>","spotlightmy",TRUE
"4931","37i9dQZF1DX91Xar7ivhyz","Jiwang Kapak",246445,76,2021-05-03,FALSE,"Ku terkenang masa kita bersama.","spotify",FALSE
"4932","37i9dQZF1DX0aB3wt1nHwX","Sedih Banget",42084,50,2021-05-03,FALSE,"Lagu-lagu yang menusuk kalbu. Sediakan tisu.","spotify",FALSE
"4933","37i9dQZF1DWZdLqpoFOt65","Happy Lah!",57997,30,2021-05-03,FALSE,"Feel-good songs for the best kind of day.","spotify",FALSE
"4934","37i9dQZF1DX8YDXOW4q3bc","少年时代",80148,50,2021-05-03,FALSE,"这是我门的少年配乐。学生时代的稚气、情窦初开的犹豫、单纯无瑕的友谊...每一首歌，都能带起一串青涩的回忆。","spotify",FALSE
"4935","37i9dQZF1DXbtAy4D1QoFk","Sounds like High School",75034,30,2021-05-03,FALSE,"All the feels from your millennial sekolah menengah days.","spotify",FALSE
"4936","37i9dQZF1DXa8LbKi2hqz1","Made in Malaysia",17638,82,2021-05-03,FALSE,"Celebrate the best in local music. Cover: Yuna","spotify",FALSE
"4937","234ExcGqKCPvCY0Ed6ONwS","Indie Play",327,89,2021-05-03,FALSE,"Late night drive, bedroom chilling and date night type of music for you hipsters out there! Cover: <a href=""spotify:artist:53GouHDfCfsBJIn1OjYmPO"">Benjamin Kheng</a>","sonymusicmalaysia",FALSE
"4938","2lZdDGrRgTc0djlJ83NiOw","EDM ANTHEMS",21392,124,2021-05-03,FALSE,"The biggest anthems at every dance festival with the hands in the air &amp; crazy jumpin' moments. Play it loud &amp; use the crossfade function (12 sec) for maximum pleasure! Check me out on FB (calvinwong1966). Update regularly.","calvinwong1966",TRUE
"4939","37i9dQZF1DX2QWdoTGeQgx","Chill Lah",32127,70,2021-05-03,FALSE,"Sit back and unwind to the most selamba songs around.","spotify",FALSE
"4940","37i9dQZF1DWUZjBKjkexPW","Lagu Akustik",24819,76,2021-05-03,FALSE,"Bersantai sambil menghayati lagu-lagu berentak akustik ini.","spotify",FALSE
"4941","37i9dQZF1DX4Ng2yPDvQY8","Before Tidur",94042,25,2021-05-03,FALSE,"Your perfect bedtime mellow-pop mix.","spotify",FALSE
"4942","37i9dQZF1DX1f6gLgna0bj","Hits 90-an",43517,50,2021-05-03,FALSE,"Lagu-lagu paling popular dari era 90-an.","spotify",FALSE
"4943","37i9dQZF1DX4c2Xv3xdQrA","Hits 2000-an",27380,50,2021-05-03,FALSE,"Mengenang kembali era 2000-an dengan lagu-lagu ini. ","spotify",FALSE
"4944","37i9dQZF1DXdnyffTsenNZ","Party Life",109150,30,2021-05-03,FALSE,"Let the good times roll.","spotify",FALSE
"4945","37i9dQZF1DWY6f9OGlItya","Cinta Sejati",20307,50,2021-05-03,FALSE,"Lagu-lagu untuk menghayati dengan tersayang. Gerenti menawan hati.","spotify",FALSE
"4946","37i9dQZF1DWTGJQIUtvLRw","Rindu",25007,30,2021-05-03,FALSE,"Sad songs for the loneliest of hearts.","spotify",FALSE
"4947","37i9dQZF1DX65nfozBfdUv","Women of Malaysia",2833,133,2021-05-03,FALSE,"Presenting the Women of Malaysia. Cover: DOLLA","spotify",FALSE
"4948","37i9dQZF1DWVP9nDJmt4EV","Girl Power Karaoke",284855,40,2021-05-03,FALSE,"The girl empowerment anthems that fuelled a movement.","spotify",FALSE
